id,BDL_10001,BDL_10002,BDL_10003,BDL_10004,BDL_10010,BDL_10011,BDL_10012
L1036,581.0,581.0,29.1,31.6,1.0,0.0,168.0
H1040,574.0,,26.5,31.299999,1.0,0.0,112.0
H1041,574.0,,28.4,31.9,1.0,0.0,112.0
H0742,572.0,,22.700001,22.0,1.0,0.0,238.0
H0743,572.0,,22.1,22.4,1.0,0.0,238.0
H1800,478.0,,22.1,25.799999,1.0,0.0,95.0
L0086,444.0,444.0,31.200001,,1.0,0.0,274.0
H1521,431.0,,21.4,31.9,1.0,0.0,48.0
H0772,385.0,,25.5,,1.0,0.0,179.0
H0773,385.0,,25.4,,1.0,0.0,179.0
H0770,225.0,,24.9,,1.0,0.0,179.0
H0771,225.0,,26.799999,,1.0,0.0,179.0
L0294,867.0,867.0,34.299999,57.200001,1.0,1.0,132.0
L1278,852.0,852.0,38.200001,50.5,1.0,1.0,168.0
L1047,826.0,826.0,32.799999,44.5,1.0,1.0,142.0
L2539,757.0,757.0,31.5,54.900002,1.0,1.0,87.0
L2441,750.0,750.0,29.200001,51.299999,1.0,1.0,57.0
H0734,736.0,,29.1,45.900002,1.0,1.0,201.0
H0732,736.0,,35.799999,58.599998,1.0,1.0,201.0
L2538,722.0,722.0,31.799999,50.299999,1.0,1.0,87.0
L1279,692.0,692.0,34.099998,43.099998,1.0,1.0,168.0
L0670,674.0,674.0,37.0,56.400002,1.0,1.0,243.0
L0733,641.0,641.0,35.200001,51.900002,1.0,1.0,201.0
H1037,630.0,,33.700001,42.5,1.0,1.0,168.0
L0434,611.0,611.0,32.900002,54.0,1.0,1.0,93.0
L0671,579.0,579.0,36.700001,46.099998,1.0,1.0,243.0
H0668,577.0,,28.9,41.200001,1.0,1.0,243.0
H0669,577.0,,29.4,45.400002,1.0,1.0,243.0
H1782,500.0,,28.9,38.599998,1.0,1.0,117.0
L0436,464.0,464.0,36.0,42.900002,1.0,1.0,93.0
L0672,445.0,445.0,34.700001,,1.0,1.0,243.0
H1520,431.0,,23.9,38.299999,1.0,1.0,48.0
H1042,369.0,,24.6,37.200001,1.0,1.0,112.0
H1043,369.0,,25.0,34.099998,1.0,1.0,112.0
H1531,333.0,,31.0,38.32,1.0,1.0,117.0
H2349,182.0,,29.07,,1.0,1.0,140.0
H2350,182.0,,30.74,,1.0,1.0,140.0
L2028,963.0,963.0,25.6,33.400002,1.0,0.0,148.0
L0175,886.0,886.0,22.4,25.1,1.0,0.0,159.0
L0389,839.0,839.0,23.1,31.799999,1.0,0.0,104.0
L0173,821.0,821.0,23.0,29.5,1.0,0.0,120.0
L1472,800.0,800.0,19.200001,22.4,1.0,0.0,58.0
H0087,742.0,,32.0,27.0,1.0,0.0,378.0
H0088,742.0,,23.9,23.200001,1.0,0.0,378.0
L1803,691.0,691.0,23.4,30.6,1.0,0.0,98.0
L0383,690.0,690.0,26.5,33.900002,1.0,0.0,147.0
L2029,676.0,676.0,28.799999,36.400002,1.0,0.0,148.0
L0391,665.0,665.0,22.700001,32.599998,1.0,0.0,104.0
L0751,648.0,648.0,27.0,30.200001,1.0,0.0,188.0
H1801,517.0,,24.4,34.599998,1.0,0.0,98.0
H1802,517.0,,24.1,35.299999,1.0,0.0,98.0
L0752,426.0,426.0,24.1,,1.0,0.0,188.0
H2494,386.0,,29.200001,,1.0,0.0,155.0
H2495,386.0,,28.0,,1.0,0.0,155.0
L2157,363.0,363.0,24.1,,1.0,0.0,93.0
L0754,345.0,345.0,27.1,26.700001,1.0,0.0,188.0
H2034,200.0,,25.4,,1.0,0.0,127.0
H2035,200.0,,21.9,,1.0,0.0,127.0
L2156,736.0,736.0,30.6,52.900002,1.0,1.0,93.0
L1921,730.0,730.0,23.9,28.5,1.0,1.0,168.0
L0597,723.0,723.0,24.799999,34.599998,1.0,1.0,159.0
H2032,721.0,,27.4,45.799999,1.0,1.0,127.0
H2033,721.0,,29.6,41.099998,1.0,1.0,127.0
L0174,695.0,695.0,24.0,28.9,1.0,1.0,159.0
L0382,681.0,681.0,35.200001,47.400002,1.0,1.0,147.0
L1887,673.0,673.0,31.700001,43.299999,1.0,1.0,168.0
L2026,665.0,665.0,40.599998,60.599998,1.0,1.0,148.0
L0172,656.0,656.0,23.0,31.0,1.0,1.0,120.0
L2027,641.0,641.0,33.0,55.799999,1.0,1.0,148.0
L0750,640.0,640.0,30.9,37.0,1.0,1.0,188.0
L2155,625.0,625.0,24.5,37.5,1.0,1.0,93.0
L2492,621.0,621.0,41.599998,67.599998,1.0,1.0,155.0
L0390,601.0,601.0,27.6,35.400002,1.0,1.0,104.0
L0388,570.0,570.0,34.5,46.799999,1.0,1.0,104.0
L2493,554.0,554.0,40.099998,69.900002,1.0,1.0,155.0
H1137,539.0,,38.400002,57.700001,1.0,1.0,112.0
L1136,538.0,538.0,32.599998,46.599998,1.0,1.0,112.0
L2025,474.0,474.0,35.599998,50.099998,1.0,1.0,148.0
L1138,447.0,447.0,34.599998,60.0,1.0,1.0,112.0
H1470,441.0,,24.200001,45.400002,1.0,1.0,58.0
H1471,441.0,,21.9,32.5,1.0,1.0,58.0
H0595,365.0,,28.799999,,1.0,1.0,159.0
H0596,365.0,,26.6,,1.0,1.0,159.0
L0594,357.0,357.0,28.5,24.0,1.0,1.0,159.0
H2030,200.0,,26.9,,1.0,1.0,127.0
H2031,200.0,,31.0,,1.0,1.0,127.0
L1050,835.0,835.0,26.5,26.0,1.0,0.0,110.0
H0286,748.0,,26.299999,33.400002,1.0,0.0,138.0
H0288,748.0,,27.6,30.6,1.0,0.0,138.0
H0765,554.0,,24.4,26.200001,1.0,0.0,102.0
H0766,554.0,,24.1,28.1,1.0,0.0,102.0
L1051,480.0,480.0,24.4,25.700001,1.0,0.0,110.0
H0273,361.0,,25.9,,1.0,0.0,156.0
H0275,361.0,,27.799999,,1.0,0.0,156.0
H1048,209.0,,36.5,,1.0,0.0,141.0
H1054,201.0,,33.5,,1.0,0.0,133.0
L0727,820.0,820.0,30.4,48.799999,1.0,1.0,226.0
L1049,725.0,725.0,39.900002,64.900002,1.0,1.0,141.0
L0276,584.0,584.0,30.5,52.099998,1.0,1.0,156.0
H1052,537.0,,35.400002,69.0,1.0,1.0,110.0
H1053,537.0,,32.599998,60.900002,1.0,1.0,110.0
L0287,475.0,475.0,36.5,69.599998,1.0,1.0,138.0
L0764,456.0,456.0,30.1,54.599998,1.0,1.0,102.0
L0728,412.0,412.0,31.200001,,1.0,1.0,226.0
H0272,361.0,,30.9,,1.0,1.0,156.0
H0274,361.0,,40.5,,1.0,1.0,156.0
H1055,197.0,,44.599998,,1.0,1.0,129.0
H1056,197.0,,51.799999,,1.0,1.0,129.0
L0677,741.0,741.0,40.400002,42.700001,1.0,0.0,195.0
L1600,741.0,741.0,25.799999,29.700001,1.0,0.0,126.0
H0673,730.0,,29.799999,30.200001,1.0,0.0,195.0
H0675,730.0,,28.799999,27.4,1.0,0.0,195.0
L0674,717.0,717.0,26.6,26.1,1.0,0.0,195.0
L0676,697.0,697.0,23.799999,22.9,1.0,0.0,195.0
L0278,630.0,630.0,34.299999,45.099998,1.0,0.0,137.0
H1322,550.0,,22.1,20.9,1.0,0.0,207.0
L0293,489.0,489.0,33.900002,28.5,1.0,0.0,156.0
L1475,285.0,285.0,19.799999,,1.0,0.0,102.0
L1678,685.0,685.0,35.299999,44.400002,1.0,1.0,126.0
L0277,554.0,554.0,43.5,53.700001,1.0,1.0,137.0
L0292,491.0,491.0,38.400002,51.5,1.0,1.0,156.0
H1473,350.0,,36.5,52.700001,1.0,1.0,102.0
H1474,350.0,,27.9,41.200001,1.0,1.0,102.0
L1889,949.0,949.0,20.5,27.9,1.0,0.0,108.0
L1763,847.0,847.0,18.1,20.799999,1.0,0.0,88.0
L0748,824.0,824.0,25.200001,26.299999,1.0,0.0,239.0
L1705,811.0,811.0,21.0,28.1,1.0,0.0,88.0
L1890,751.0,751.0,20.0,26.0,1.0,0.0,108.0
H2040,719.0,,25.200001,28.6,1.0,0.0,125.0
H1327,675.0,,27.6,33.700001,1.0,0.0,150.0
L2165,593.0,593.0,23.299999,27.200001,1.0,0.0,58.0
H0679,578.0,,26.1,25.799999,1.0,0.0,244.0
H0680,578.0,,28.9,31.6,1.0,0.0,244.0
L0682,577.0,577.0,31.0,33.799999,1.0,0.0,244.0
L2039,526.0,526.0,16.5,19.700001,1.0,0.0,125.0
L0747,469.0,469.0,28.200001,,1.0,0.0,239.0
H1482,451.0,,22.799999,26.9,1.0,0.0,68.0
L0749,427.0,427.0,23.299999,,1.0,0.0,239.0
L1489,397.0,397.0,22.0,26.799999,1.0,0.0,75.0
H1057,362.0,,23.4,24.0,1.0,0.0,105.0
H1058,362.0,,24.200001,27.200001,1.0,0.0,105.0
H1483,284.0,,20.4,,1.0,0.0,68.0
L0681,267.0,267.0,,,1.0,0.0,244.0
H1691,180.0,,22.200001,,1.0,0.0,89.0
L1692,172.0,172.0,,,1.0,0.0,89.0
H2037,719.0,,26.299999,34.900002,1.0,1.0,125.0
L2253,618.0,618.0,35.299999,39.599998,1.0,1.0,320.0
L2164,516.0,516.0,33.099998,42.0,1.0,1.0,58.0
L1703,510.0,510.0,24.1,34.0,1.0,1.0,88.0
L1061,454.0,454.0,35.0,46.0,1.0,1.0,154.0
L1060,452.0,452.0,37.5,51.299999,1.0,1.0,154.0
L2038,441.0,441.0,25.200001,36.400002,1.0,1.0,125.0
L1690,437.0,437.0,29.0,44.799999,1.0,1.0,89.0
H1593,358.0,,27.9,30.049999,1.0,1.0,172.0
H1594,358.0,,30.200001,34.110001,1.0,1.0,172.0
L1480,346.0,346.0,28.200001,22.1,1.0,1.0,68.0
H0678,321.0,,38.700001,,1.0,1.0,244.0
H1488,291.0,,24.200001,,1.0,1.0,75.0
H1481,284.0,,25.5,,1.0,1.0,68.0
H0651,262.0,,82.400002,,1.0,1.0,185.0
H0652,262.0,,89.599998,,1.0,1.0,185.0
H0653,262.0,,36.200001,,1.0,1.0,185.0
H0654,262.0,,32.400002,,1.0,1.0,185.0
H0655,262.0,,39.5,,1.0,1.0,185.0
L1704,254.0,254.0,24.9,,1.0,1.0,88.0
L2163,202.0,202.0,24.700001,,1.0,1.0,58.0
H1688,180.0,,35.0,,1.0,1.0,89.0
H1689,180.0,,37.700001,,1.0,1.0,89.0
L1059,132.0,132.0,,,1.0,1.0,105.0
L0003,976.0,976.0,20.5,20.0,1.0,0.0,281.0
L0245,922.0,922.0,24.200001,26.9,1.0,0.0,150.0
L0002,736.0,736.0,20.5,,1.0,0.0,551.0
L1947,683.0,683.0,20.299999,23.200001,1.0,0.0,67.0
L0354,660.0,660.0,22.9,30.1,1.0,0.0,188.0
L2153,657.0,657.0,21.799999,24.6,1.0,0.0,104.0
L2043,619.0,619.0,24.799999,26.799999,1.0,0.0,112.0
L0001,568.0,568.0,,,1.0,0.0,551.0
H2154,381.0,,28.200001,,1.0,0.0,104.0
H2315,376.0,,30.799999,,1.0,0.0,279.0
L2151,852.0,852.0,30.5,57.700001,1.0,1.0,104.0
L0355,713.0,713.0,28.9,42.200001,1.0,1.0,188.0
L2389,678.0,678.0,33.200001,57.200001,1.0,1.0,125.0
L2041,662.0,662.0,25.1,56.400002,1.0,1.0,112.0
L2388,657.0,657.0,30.799999,54.5,1.0,1.0,125.0
L2042,654.0,654.0,29.6,53.5,1.0,1.0,112.0
H1325,594.0,,29.9,50.700001,1.0,1.0,73.0
H1326,594.0,,25.799999,45.0,1.0,1.0,73.0
L1584,536.0,536.0,21.200001,36.099998,1.0,1.0,67.0
L2152,524.0,524.0,31.5,57.099998,1.0,1.0,104.0
H1756,367.0,,29.200001,51.599998,1.0,1.0,73.0
H1757,367.0,,23.4,41.299999,1.0,1.0,73.0
H0244,236.0,,24.9,,1.0,1.0,150.0
H0246,236.0,,28.1,,1.0,1.0,150.0
L2045,550.0,550.0,20.4,21.200001,1.0,0.0,130.0
L1462,536.0,536.0,18.5,24.299999,1.0,0.0,91.0
L2393,524.0,524.0,23.299999,26.200001,1.0,0.0,134.0
H1504,379.0,,19.299999,24.700001,1.0,0.0,85.0
H1505,379.0,,19.1,23.299999,1.0,0.0,85.0
H1822,240.0,,17.1,,1.0,0.0,60.0
H1823,240.0,,17.799999,,1.0,0.0,60.0
L1503,761.0,761.0,26.1,42.599998,1.0,1.0,85.0
L2394,627.0,627.0,42.0,77.5,1.0,1.0,134.0
L2044,609.0,609.0,33.299999,60.700001,1.0,1.0,130.0
L1461,467.0,467.0,30.799999,60.299999,1.0,1.0,91.0
H1501,379.0,,25.299999,36.700001,1.0,1.0,85.0
H1502,379.0,,27.1,50.400002,1.0,1.0,85.0
H1824,240.0,,32.400002,,1.0,1.0,60.0
H1825,240.0,,24.5,,1.0,1.0,60.0
H1687,174.0,,32.099998,,1.0,1.0,83.0
L1829,849.0,849.0,18.9,21.700001,1.0,0.0,88.0
L1761,840.0,840.0,21.200001,22.0,1.0,0.0,29.0
L1828,774.0,774.0,19.4,22.1,1.0,0.0,88.0
L2159,741.0,741.0,18.5,19.200001,1.0,0.0,73.0
L2158,695.0,695.0,18.700001,21.5,1.0,0.0,73.0
L1347,637.0,637.0,25.0,26.0,1.0,0.0,178.0
H1826,507.0,,20.6,22.799999,1.0,0.0,88.0
H1827,507.0,,20.200001,23.700001,1.0,0.0,88.0
H1391,384.0,,17.299999,22.1,1.0,0.0,48.0
H1762,384.0,,17.799999,23.9,1.0,0.0,48.0
L2162,1053.0,1053.0,27.1,37.599998,1.0,1.0,73.0
L1941,700.0,700.0,19.700001,37.799999,1.0,1.0,84.0
L1832,670.0,670.0,19.1,29.200001,1.0,1.0,84.0
L1834,630.0,630.0,19.6,25.200001,1.0,1.0,84.0
L1924,579.0,579.0,30.5,46.099998,1.0,1.0,176.0
L1925,537.0,537.0,32.299999,34.299999,1.0,1.0,176.0
H1830,503.0,,19.799999,28.1,1.0,1.0,84.0
H1940,503.0,,19.1,29.0,1.0,1.0,84.0
H2160,350.0,,20.799999,27.27,1.0,1.0,73.0
H2161,350.0,,20.5,33.220001,1.0,1.0,73.0
L0138,948.0,948.0,25.299999,25.5,1.0,0.0,171.0
H0136,740.0,,25.0,26.5,1.0,0.0,130.0
L0134,738.0,738.0,25.299999,25.799999,1.0,0.0,157.0
H0132,731.0,,25.5,30.700001,1.0,0.0,121.0
L2055,722.0,722.0,22.1,25.299999,1.0,0.0,115.0
L2386,705.0,705.0,25.9,28.5,1.0,0.0,152.0
L1914,663.0,663.0,25.9,27.6,1.0,0.0,151.0
L0140,643.0,643.0,27.200001,28.5,1.0,0.0,171.0
L2049,628.0,628.0,25.799999,27.799999,1.0,0.0,111.0
H1835,518.0,,25.299999,32.5,1.0,0.0,99.0
H1913,518.0,,24.299999,30.700001,1.0,0.0,99.0
L2050,516.0,516.0,21.200001,24.1,1.0,0.0,111.0
H0004,406.0,,24.200001,,1.0,0.0,319.0
H0005,405.0,,23.1,,1.0,0.0,319.0
H2054,188.0,,25.299999,,1.0,0.0,115.0
L0561,821.0,821.0,36.599998,47.5,1.0,1.0,188.0
L0135,737.0,737.0,32.400002,38.5,1.0,1.0,157.0
L0565,650.0,650.0,32.599998,53.400002,1.0,1.0,178.0
L0566,647.0,647.0,28.5,43.700001,1.0,1.0,178.0
H1377,595.0,,25.200001,48.5,1.0,1.0,65.0
H1378,595.0,,21.5,30.299999,1.0,1.0,65.0
L1289,578.0,578.0,42.599998,83.0,1.0,1.0,103.0
L0564,569.0,569.0,28.299999,58.200001,1.0,1.0,178.0
H0588,557.0,,36.700001,73.699997,1.0,1.0,223.0
H0923,557.0,,30.1,43.700001,1.0,1.0,223.0
L2048,556.0,556.0,31.200001,54.0,1.0,1.0,116.0
L0922,555.0,555.0,35.099998,47.299999,1.0,1.0,223.0
L1340,508.0,508.0,25.0,39.799999,1.0,1.0,65.0
L0139,503.0,503.0,22.299999,66.699997,1.0,1.0,171.0
L0590,496.0,496.0,33.299999,40.0,1.0,1.0,223.0
L0562,488.0,488.0,33.200001,63.200001,1.0,1.0,188.0
L0137,462.0,462.0,34.5,70.300003,1.0,1.0,130.0
L0131,453.0,453.0,31.4,62.400002,1.0,1.0,121.0
L0133,453.0,453.0,33.700001,73.599998,1.0,1.0,121.0
L2387,433.0,433.0,26.9,29.4,1.0,1.0,152.0
H1062,360.0,,33.700001,54.400002,1.0,1.0,103.0
H1063,360.0,,30.700001,57.900002,1.0,1.0,103.0
L0563,302.0,302.0,36.0,,1.0,1.0,178.0
H2046,189.0,,33.900002,,1.0,1.0,116.0
H2053,188.0,,23.799999,,1.0,1.0,115.0
H2047,167.0,,32.0,,1.0,1.0,116.0
L0713,881.0,881.0,27.5,29.700001,1.0,0.0,117.0
L0716,856.0,856.0,26.4,27.6,1.0,0.0,117.0
L0217,806.0,806.0,28.700001,30.799999,1.0,0.0,145.0
L0710,766.0,766.0,27.9,27.799999,1.0,0.0,133.0
L0353,745.0,745.0,29.1,33.0,1.0,0.0,198.0
L0714,723.0,723.0,27.9,31.0,1.0,0.0,117.0
L0305,689.0,689.0,26.700001,31.799999,1.0,0.0,92.0
L0215,685.0,685.0,27.200001,30.4,1.0,0.0,145.0
L0381,670.0,670.0,27.4,31.799999,1.0,0.0,198.0
L0307,632.0,632.0,27.299999,31.1,1.0,0.0,92.0
L0213,628.0,628.0,30.0,34.400002,1.0,0.0,149.0
H1188,604.0,,28.4,25.9,1.0,0.0,142.0
H1189,604.0,,30.299999,27.200001,1.0,0.0,142.0
L0071,565.0,565.0,25.299999,25.6,1.0,0.0,290.0
L0711,501.0,501.0,26.6,28.0,1.0,0.0,133.0
L0072,440.0,440.0,23.299999,,1.0,0.0,290.0
H1454,436.0,,22.9,26.200001,1.0,0.0,53.0
H1455,436.0,,25.4,27.0,1.0,0.0,53.0
L0351,434.0,434.0,29.200001,,1.0,0.0,198.0
H0069,419.0,,24.299999,,1.0,0.0,333.0
H0070,419.0,,25.299999,,1.0,0.0,333.0
L0715,303.0,303.0,28.0,,1.0,0.0,117.0
H0209,233.0,,29.9,,1.0,0.0,145.0
H0211,233.0,,26.1,,1.0,0.0,145.0
L0712,161.0,161.0,27.799999,,1.0,0.0,133.0
L1773,800.0,800.0,29.200001,43.400002,1.0,1.0,88.0
L0707,772.0,772.0,25.6,41.700001,1.0,1.0,133.0
L0621,764.0,764.0,23.5,27.799999,1.0,1.0,170.0
L0709,727.0,727.0,30.4,39.599998,1.0,1.0,133.0
L0622,697.0,697.0,26.4,28.0,1.0,1.0,170.0
L2061,696.0,696.0,34.5,62.5,1.0,1.0,156.0
L2059,695.0,695.0,34.599998,44.0,1.0,1.0,156.0
L2060,677.0,677.0,35.0,63.799999,1.0,1.0,156.0
L0304,650.0,650.0,30.9,51.0,1.0,1.0,92.0
L0708,642.0,642.0,32.700001,26.700001,1.0,1.0,133.0
H1239,597.0,,40.700001,56.400002,1.0,1.0,135.0
H1772,597.0,,34.900002,38.900002,1.0,1.0,135.0
L0352,573.0,573.0,35.900002,50.200001,1.0,1.0,198.0
L0308,564.0,564.0,33.5,43.200001,1.0,1.0,92.0
H0698,543.0,,35.400002,52.0,1.0,1.0,208.0
H0699,543.0,,33.299999,43.099998,1.0,1.0,208.0
L0380,536.0,536.0,40.599998,48.200001,1.0,1.0,198.0
L0700,522.0,522.0,33.0,22.9,1.0,1.0,208.0
L0306,485.0,485.0,33.599998,51.400002,1.0,1.0,92.0
H1452,436.0,,24.700001,37.599998,1.0,1.0,53.0
H1453,436.0,,28.6,41.299999,1.0,1.0,53.0
L0212,424.0,424.0,28.299999,33.099998,1.0,1.0,149.0
H0214,355.0,,34.599998,32.400002,1.0,1.0,149.0
H0216,351.0,,34.299999,45.299999,1.0,1.0,145.0
H0208,233.0,,36.799999,,1.0,1.0,145.0
H0210,233.0,,37.400002,,1.0,1.0,145.0
H2058,190.0,,26.200001,,1.0,0.0,113.0
H2056,190.0,,25.6,,1.0,1.0,113.0
H2057,190.0,,26.299999,,1.0,1.0,113.0
L1572,700.0,700.0,18.700001,23.0,1.0,0.0,67.0
H1918,361.0,,18.9,34.700001,1.0,1.0,67.0
H1919,361.0,,18.799999,30.9,1.0,1.0,67.0
L1459,983.0,983.0,21.700001,23.6,1.0,0.0,67.0
L1460,959.0,959.0,23.1,26.799999,1.0,0.0,67.0
L0706,881.0,881.0,26.1,28.200001,1.0,0.0,142.0
L2379,865.0,865.0,27.5,26.299999,1.0,0.0,416.0
L2380,865.0,865.0,28.0,27.299999,1.0,0.0,416.0
L1948,848.0,848.0,21.299999,24.799999,1.0,0.0,92.0
L2471,793.0,793.0,26.6,35.400002,1.0,0.0,88.0
H1518,705.0,,21.0,26.4,1.0,0.0,92.0
L1700,701.0,701.0,21.9,22.9,1.0,0.0,225.0
H0703,348.0,,26.200001,29.030001,1.0,0.0,142.0
H0704,348.0,,24.299999,28.57,1.0,0.0,142.0
L1458,181.0,181.0,25.6,,1.0,0.0,67.0
L2470,768.0,768.0,32.0,65.199997,1.0,1.0,88.0
H1515,705.0,,31.799999,69.0,1.0,1.0,92.0
L0601,702.0,702.0,36.900002,35.599998,1.0,1.0,151.0
L1759,691.0,691.0,35.0,45.599998,1.0,1.0,225.0
L1516,656.0,656.0,30.1,74.699997,1.0,1.0,92.0
L1456,641.0,641.0,36.099998,75.0,1.0,1.0,67.0
L1457,575.0,575.0,31.0,73.199997,1.0,1.0,67.0
H0598,357.0,,23.9,49.330002,1.0,1.0,151.0
H0600,357.0,,39.900002,69.040001,1.0,1.0,151.0
L0599,269.0,269.0,36.599998,,1.0,1.0,151.0
L1698,268.0,268.0,27.200001,,1.0,1.0,225.0
H1181,211.0,,35.099998,,1.0,1.0,143.0
H1182,211.0,,31.6,,1.0,1.0,143.0
L1517,132.0,132.0,,,1.0,1.0,92.0
L0843,880.0,880.0,25.299999,30.6,1.0,0.0,198.0
L0845,880.0,880.0,21.200001,22.5,1.0,0.0,198.0
L0844,860.0,860.0,24.0,31.9,1.0,0.0,198.0
L0850,855.0,855.0,28.5,32.0,1.0,0.0,285.0
H0851,718.0,,31.799999,36.700001,1.0,0.0,183.0
H0854,718.0,,25.200001,32.799999,1.0,0.0,183.0
L0846,695.0,695.0,25.299999,31.4,1.0,0.0,198.0
L0852,663.0,663.0,33.400002,39.400002,1.0,0.0,183.0
L0853,600.0,600.0,23.700001,40.299999,1.0,0.0,183.0
H0847,571.0,,20.799999,25.799999,1.0,0.0,236.0
H0848,571.0,,25.200001,32.400002,1.0,0.0,236.0
L0849,488.0,488.0,27.5,,1.0,0.0,285.0
L0842,761.0,761.0,34.799999,67.599998,1.0,1.0,183.0
L0840,733.0,733.0,39.0,72.099998,1.0,1.0,183.0
H0833,713.0,,28.5,49.5,1.0,1.0,178.0
H0836,713.0,,31.4,48.799999,1.0,1.0,178.0
L0835,687.0,687.0,29.1,57.0,1.0,1.0,178.0
L0837,687.0,687.0,24.9,60.5,1.0,1.0,178.0
L0841,623.0,623.0,36.900002,69.5,1.0,1.0,183.0
L0838,558.0,558.0,33.700001,56.400002,1.0,1.0,183.0
L0839,358.0,358.0,27.5,,1.0,1.0,183.0
L0834,324.0,324.0,27.799999,,1.0,1.0,178.0
L0312,750.0,750.0,21.4,24.200001,1.0,0.0,116.0
L0310,320.0,320.0,19.5,,1.0,0.0,116.0
L0558,833.0,833.0,20.9,21.799999,1.0,1.0,239.0
L0309,705.0,705.0,21.700001,24.9,1.0,1.0,116.0
L0311,677.0,677.0,22.799999,23.6,1.0,1.0,116.0
H0556,573.0,,21.299999,22.700001,1.0,1.0,239.0
H0557,573.0,,21.200001,23.0,1.0,1.0,239.0
L0725,883.0,883.0,22.6,25.799999,1.0,0.0,130.0
L0726,812.0,812.0,20.4,21.5,1.0,0.0,130.0
L0105,757.0,757.0,22.0,22.299999,1.0,0.0,424.0
L0107,757.0,757.0,24.0,20.200001,1.0,0.0,424.0
L0284,578.0,578.0,27.200001,30.6,1.0,0.0,134.0
L0282,486.0,486.0,28.200001,35.200001,1.0,0.0,134.0
L0280,257.0,257.0,26.6,,1.0,0.0,134.0
H0762,218.0,,26.6,,1.0,0.0,172.0
H0763,218.0,,28.1,,1.0,0.0,172.0
L1893,713.0,713.0,29.4,48.299999,1.0,1.0,127.0
L0279,677.0,677.0,21.200001,26.9,1.0,1.0,134.0
L0724,617.0,617.0,33.0,50.099998,1.0,1.0,130.0
L1892,611.0,611.0,23.1,42.599998,1.0,1.0,127.0
L0285,541.0,541.0,37.700001,52.900002,1.0,1.0,134.0
L0281,529.0,529.0,36.900002,41.299999,1.0,1.0,134.0
L0283,486.0,486.0,28.700001,33.200001,1.0,1.0,134.0
L1894,447.0,447.0,25.9,36.200001,1.0,1.0,127.0
L0722,444.0,444.0,34.200001,44.299999,1.0,1.0,130.0
L0723,318.0,318.0,29.799999,,1.0,1.0,130.0
L0006,944.0,944.0,34.099998,41.099998,1.0,0.0,472.0
L1838,899.0,899.0,28.1,43.099998,1.0,0.0,97.0
L0444,880.0,880.0,32.700001,50.200001,1.0,0.0,97.0
L0442,861.0,861.0,28.1,41.799999,1.0,0.0,97.0
L1839,814.0,814.0,22.799999,37.299999,1.0,0.0,97.0
L0007,777.0,777.0,26.0,34.799999,1.0,0.0,472.0
H0236,759.0,,29.799999,34.700001,1.0,0.0,149.0
H0169,744.0,,32.0,44.0,1.0,0.0,134.0
L0010,718.0,718.0,30.700001,34.0,1.0,0.0,301.0
L0008,710.0,710.0,26.1,31.6,1.0,0.0,231.0
L0316,705.0,705.0,34.200001,49.200001,1.0,0.0,87.0
L0318,688.0,688.0,43.700001,43.400002,1.0,0.0,126.0
L0011,684.0,684.0,32.299999,46.599998,1.0,0.0,301.0
L1837,609.0,609.0,25.5,43.599998,1.0,0.0,97.0
L0165,583.0,583.0,40.099998,43.0,1.0,0.0,125.0
H0170,530.0,,40.299999,49.299999,1.0,0.0,165.0
H0171,530.0,,25.200001,46.299999,1.0,0.0,165.0
L0167,474.0,474.0,30.5,36.799999,1.0,0.0,134.0
L0163,441.0,441.0,30.9,26.1,1.0,0.0,120.0
L0320,406.0,406.0,44.5,20.200001,1.0,0.0,126.0
L0009,392.0,392.0,52.599998,,1.0,0.0,231.0
L0314,251.0,251.0,32.900002,,1.0,0.0,87.0
H0234,235.0,,39.200001,,1.0,0.0,149.0
H0235,235.0,,34.0,,1.0,0.0,149.0
L0166,102.0,102.0,,,1.0,0.0,34.0
L0313,663.0,663.0,43.099998,58.700001,1.0,1.0,87.0
L1067,634.0,634.0,48.900002,60.599998,1.0,1.0,117.0
L0317,584.0,584.0,48.799999,57.200001,1.0,1.0,126.0
L0168,577.0,577.0,47.200001,66.800003,1.0,1.0,134.0
L0445,568.0,568.0,43.700001,56.599998,1.0,1.0,97.0
L0319,564.0,564.0,53.799999,69.599998,1.0,1.0,126.0
L0162,563.0,563.0,50.299999,62.900002,1.0,1.0,120.0
L0315,530.0,530.0,50.400002,77.900002,1.0,1.0,87.0
L0164,521.0,521.0,50.299999,69.300003,1.0,1.0,120.0
L0321,517.0,517.0,49.799999,71.0,1.0,1.0,126.0
L2475,509.0,509.0,49.099998,75.599998,1.0,1.0,64.0
L1396,496.0,496.0,43.0,64.300003,1.0,1.0,296.0
L0443,480.0,480.0,46.5,61.0,1.0,1.0,97.0
H1065,374.0,,50.0,59.799999,1.0,1.0,117.0
H1280,374.0,,52.799999,76.199997,1.0,1.0,117.0
L0446,297.0,297.0,48.400002,,1.0,1.0,97.0
L0220,956.0,956.0,24.4,29.5,1.0,0.0,147.0
L2065,891.0,891.0,21.9,25.5,1.0,0.0,121.0
L1727,877.0,877.0,26.799999,35.5,1.0,0.0,76.0
L0014,834.0,834.0,25.9,27.299999,1.0,0.0,397.0
L2147,810.0,810.0,28.6,34.599998,1.0,0.0,67.0
